Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
K002000269_94802	1.3.0	none	vb	[]	1	['ISR']	1001	169.58680755138488	60.69784385712024	True	True	4096	mapping	False	227224	194	780807	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	63326942	52071574	2149133	199750	2553317	19970076	82.22657269634148	quant	Mon Nov 16 23:28:48 2020	Mon Nov 16 23:39:00 2020
K002000269_94804	1.3.0	none	vb	[]	1	['ISR']	1001	161.27247791098105	52.92129593529443	True	True	4096	mapping	False	227224	194	693135	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	57957086	48877143	1764280	189813	2103512	18883994	84.33333415002956	quant	Mon Nov 16 23:39:02 2020	Mon Nov 16 23:47:36 2020
K002000269_94806	1.3.0	none	vb	[]	1	['ISR']	1001	162.99977981880352	54.97761750291609	True	True	4096	mapping	False	227224	194	775086	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	54628124	45584325	1742965	177198	2095868	17690393	83.44479301540723	quant	Mon Nov 16 23:47:38 2020	Mon Nov 16 23:56:08 2020
K002000269_94844	1.3.0	none	vb	[]	1	['ISR']	1001	166.94635595438388	55.90539317522159	True	True	4096	mapping	False	227224	194	633741	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	53291058	44508825	1657409	179966	2003575	16928029	83.52025024536012	quant	Mon Nov 16 23:56:11 2020	Tue Nov 17 00:03:59 2020
K002000269_94846	1.3.0	none	vb	[]	1	['ISR']	1001	167.79104186462365	56.98715809594677	True	True	4096	mapping	False	227224	194	760103	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	70422956	57828457	2362896	235805	2804417	22161409	82.11591828096509	quant	Tue Nov 17 00:04:02 2020	Tue Nov 17 00:13:20 2020
K002000269_94848	1.3.0	none	vb	[]	1	['ISR']	1001	169.1258488894785	57.602822197418746	True	True	4096	mapping	False	227224	194	794319	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	65766171	55077572	2022438	228599	2449158	20895311	83.74757289731829	quant	Tue Nov 17 00:13:23 2020	Tue Nov 17 00:22:13 2020
K002000269_94850	1.3.0	none	vb	[]	1	['ISR']	1001	167.33260370964098	58.4254724306708	True	True	4096	mapping	False	227224	194	778345	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	74591501	61785642	2432278	277826	2981955	23876459	82.83201326113547	quant	Tue Nov 17 00:22:15 2020	Tue Nov 17 00:32:11 2020
K002000269_94852	1.3.0	none	vb	[]	1	['ISR']	1001	168.09367003612996	53.804577645249644	True	True	4096	mapping	False	227224	194	757938	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	69469102	56049618	2526560	250748	3022166	21795750	80.68280197432233	quant	Tue Nov 17 00:32:13 2020	Tue Nov 17 00:41:22 2020
K002000269_94854	1.3.0	none	vb	[]	1	['ISR']	1001	166.38713336328428	58.043809048672365	True	True	4096	mapping	False	227224	194	915185	False	['range_factorized', 'gzipped']	[539, 719, 1197, 2358, 103053]	9d81c5b964748cd0e1f3777911c704acbab760705be451f512f64e1403f45ac9	a81f18e9487c4684c283065b87b70c9edff4b26d56892e957af352919ae7a959	03a14e172fcee6f046f762156bdfc3c5381cf97b809bf5e6a47b27b7d570a2c4ebdf9543f5fc20a0af35df31d04a9c3bc4f864c60bb9037f6bf20d988d9f6344	bc801181afc0282d41ee1483244983026cf992babdc460469af585e49d57c92597577e33cc52a9cc073234c79b701881c05eccf4c4c7482f253cf14105c609eb	b87b7a94564c31d78da407e60a0aeb310b2dbdb398e0ddb39392286aaf2fe88c	5fc84a462ccf4735efdc48604a520ee47e1319156c2a5c252f5daba1e99bb401	0	77199353	62627980	2679179	284842	3213284	23833533	81.12500631967731	quant	Tue Nov 17 00:41:24 2020	Tue Nov 17 00:52:03 2020
